Name, Overall Place, Gender Place, Division Place, Finish Time, Bib Number, City, State 
Jennifer L Peatrowsky, 1166, 512, 44, 03:43:55.7, 7837, Maple Grove, MN USA 
Andrew M Gierke, 528, 350, 14, 02:24:19.7, 9766, Eau Claire, WI USA 
Nancy Konkel, 937, 396, 44, 03:07:37.6, 6890, Eden Prairie, MN USA 
Ann  M Harris, 612, 221, 22, 02:31:32.6, 5977, Forest Lake, MN USA 
Craig C Ewald, 326, 230, 21, 02:06:30.0, 5845, New Berlin, WI USA 
Jackson J Friederich, 607, 391, 53, 02:30:41.2, 8909, Sarona, WI USA 
John A Schacherl, 632, 402, 28, 02:33:08.0, 4845, Mt Horeb, WI USA 
Kathryn B Krause, 961, 408, 32, 03:11:05.6, 7821, Louisville, CO USA 
Kristiana J Sather, 877, 369, 24, 03:00:37.5, 8816, Plymouth, MN USA 
Wesley Fermanich, 101, 88, 28, 01:39:56.4, 2840, Green Bay, WI USA 
Michael J Hickey, 906, 524, 39, 03:03:49.9, 7971, Chicago, IL USA 
Brent R King, 1270, 703, 90, 04:46:46.2, 8843, Bellaire, TX USA 
Gary J Pauly, 1016, 584, 72, 03:17:10.1, 8895, Shoreview, MN USA 
Greg Aschbacher, 1146, 643, 78, 03:39:36.7, 7789, Boulder, CO USA 
Steven Heath Davis, 638, 406, 24, 02:33:27.1, 9704, Hayward, WI USA 
Mary A Tylicki, 967, 411, 33, 03:11:28.1, 8687, Oconomowoc, WI USA 
Ben  M Stock, 1118, 633, 32, 03:33:08.1, 8847, Monona, WI USA 
Claire  S Ommen, 432, 140, 18, 02:16:02.1, 8750, Rochester, MN USA 
Kayla A Szafraniec, 916, 388, 26, 03:04:30.3, 8744, Bloomington, MN USA 
Julia M Liebich, 1200, 529, 45, 03:54:28.8, 7824, Glen Ellyn, IL USA 
Henry Klein, 901, 520, 58, 03:03:36.3, 3897, St Croix Falls, WI USA 
Robert P Wiens, 277, 80, 9, 02:00:32.7, 3845, Wayzata, MN USA 
Sara Klos, 1119, 486, 57, 03:33:09.2, 8769, Edina, MN USA 
Anders W Sonnesyn, 8, 8, 1, 01:17:33.0, 1914, Plymouth, MN USA 
Elliot J McGinnity Schneider, 971, 558, 43, 03:11:35.3, 9748, Hobart, WI USA 
Joe Dalsin, 954, 550, 51, 03:09:40.3, 8724, Edina, MN USA 
Joel Barker, 490, 330, 10, 02:20:48.6, 4871, St Louis Park, MN USA 
John Nelson, 596, 385, 38, 02:29:50.3, 7716, Chippewa Falls, WI USA 
Matthew J Rehmann, 824, 491, 27, 02:54:06.1, 5967, Milwaukee, WI USA 
Scott Smith, 178, 135, 1, 01:50:16.3, 4900, Hayward, WI USA 
Steve F Thon, 423, 288, 16, 02:15:22.3, 3906, Chippewa Falls, WI USA 
Alec Tauer, 95, 83, 26, 01:39:41.8, 3890, Eden Prairie, MN USA 
Dan C Ender, 167, 128, 38, 01:49:00.6, 9787, New Richmond, WI USA 
Riley Tauer, 530, 179, 34, 02:24:23.1, 6949, Eden Prairie, MN USA 
Clara Marie W Williams, 410, 130, 27, 02:14:21.8, 4913, Middleton, WI USA 
Bob Fulmer, 761, 461, 48, 02:47:24.3, 5941, Oshkosh, WI USA 
Henry Nehls-Lowe, 902, 521, 57, 03:03:41.2, 4867, Fitchburg, WI USA 
Natalie L Erdman, 1157, 507, 58, 03:41:57.5, 7756, Madison, WI USA 
Kali A Dvorak, 477, 156, 21, 02:19:29.9, 9862, Hayward, WI USA 
Grace E Morse, 540, 186, 37, 02:25:10.0, 4834, White Bear Lake, MN USA 
Kami S Meier, 1162, 509, 59, 03:43:06.8, 7840, Afton, MN USA 
Marcus  J Thymian, 117, 97, 1, 01:42:26.6, 3805, Chicago, IL USA 
Carol J Ross, 720, 281, 22, 02:43:05.8, 8757, Truckee, CA USA 
Andrew C Sibley, 239, 174, 39, 01:57:34.9, 4954, Chanhassen, MN USA 
Marian L Wilkerson, 1167, 513, 60, 03:44:30.5, 9720, Bayside, WI USA 
Marc Curran, 534, 353, 32, 02:24:44.7, 2885, Dultuh, MN USA 
Sam L McHone, 484, 325, 28, 02:19:58.0, 9799, Stoughton, WI USA 
Wally G Hed, 1244, 686, 3, 04:10:28.2, 7878, Cambridge, MN USA 
Matt Omeara, 863, 501, 22, 02:58:33.7, 9840, Madison, WI USA 
Sonja R Hakanson, 1048, 451, 40, 03:20:15.5, 7943, Minneapolis, MN USA 
Dan  F Beech, 236, 172, 9, 01:57:14.7, 1869, Lake Elmo, MN USA 
Adrienne N Walts, 1220, 543, 46, 04:00:23.1, 7947, Minneapolis, MN USA 
Robert O Roof, 246, 179, 49, 01:58:08.5, 8863, St Paul, MN USA 
Gregg  L Painter, 275, 197, 4, 02:00:22.2, 2833, Galena, IL USA 
Raymond H Lee, 96, 84, 4, 01:39:47.7, 1834, Hudson, WI USA 
Nancy B Cournoyer, 1000, 424, 51, 03:15:12.1, 5982, Minneapolis, MN USA 
Duwayne M Morse, 539, 354, 30, 02:25:08.8, 4833, White Bear Lake, MN USA 
Hanna Fink, 179, 44, 9, 01:50:29.0, 3905, Maple Grove, MN USA 
Kathy  M Carter, 560, 197, 19, 02:26:53.9, 3808, Hubertus, WI USA 
Cullen E Bode, 317, 225, 58, 02:05:18.8, 8806, Minneapolis, MN USA 
Ali M Parsons, 692, 263, 20, 02:39:35.0, 8647, Minneapolis, MN USA 
Christina F Lundgren, 827, 334, 20, 02:54:19.6, 8936, St. Paul, MN USA 
Paul A Egelhoff, 366, 255, 18, 02:10:18.5, 2831, Hobart, WI USA 
Kally Schiller, 255, 71, 2, 01:58:56.0, 4807, Minneapolis, MN USA 
Caroline Kocha, 1028, 439, 43, 03:18:09.1, 9714, Burlington, WI USA 
Dave Witschen, 138, 111, 5, 01:46:07.0, 1849, Aurora, MN USA 
John A Pedersen, 90, 80, 6, 01:39:02.0, 2875, Eau Claire, WI USA 
Matt Lammers, 1202, 673, 37, 03:54:57.2, 8770, Minneapolis, MN USA 
Katelyn M Trudeau, 881, 372, 34, 03:01:25.6, 8675, Inver Grove Heights, MN USA 
Ella N Stutz, 822, 332, 19, 02:53:49.7, 9871, Madison, WI USA 
Raeanne N Kolasa, 543, 188, 28, 02:25:26.4, 8789, Vadnais Heights, MN USA 
Daniel S Gretzinger, 628, 400, 71, 02:32:40.4, 7670, Greenville, WI USA 
Ian H Derauf, 323, 229, 20, 02:06:16.2, 8643, Duluth, MN USA 
Chris E Klohn, 43, 40, 2, 01:28:36.5, 1832, Stillwater, MN USA 
Elizabeth Z Hilligoss, 722, 282, 17, 02:43:12.8, 7881, Eden Prairie, MN USA 
Mary Burke, 708, 274, 16, 02:42:01.1, 6861, Whitefish Bay, WI USA 
Joshua Pollack, 786, 473, 20, 02:50:02.9, 9785, Shorewood, WI USA 
Bryan J Wilcox, 454, 307, 11, 02:17:55.7, 5837, Sauk City, WI USA 
Margaret Miller, 1214, 538, 18, 03:59:14.4, 6977, Mauston, WI USA 
Michelle Barrett, 589, 208, 13, 02:29:16.7, 8676, Seattle, WA USA 
Mae Plachetka, 520, 174, 33, 02:23:37.8, 8839, Rice Lake, WI USA 
Arne A Ellefson-Carnes, 525, 349, 31, 02:24:15.7, 8934, Douglas, AK USA 
Torsten Brinkema, 21, 19, 2, 01:22:49.1, 1836, Minneapolis, MN USA 
Honorie  O Cote, 1248, 560, 22, 04:13:09.9, 8932, Madison, WI USA 
Martha Schouweiler, 704, 270, 17, 02:41:22.2, 5834, Irma, WI USA 
Robert J Geisen, 394, 272, 25, 02:12:25.9, 3834, Stillwater, MN USA 
Betsy Kinkead, 404, 127, 6, 02:13:08.0, 7777, Hopkins, MN USA 
Scott A Escher, 552, 361, 34, 02:26:03.6, 4952, La Crosse, WI USA 
Hannah L Bettendorf, 206, 51, 7, 01:53:59.5, 8831, Duluth, MN USA 
Wendy A Fields, 890, 376, 29, 03:02:34.7, 5871, Golden Valley, MN USA 
Mike J McNaughton, 751, 456, 49, 02:46:07.1, 6924, Woodbury, MN USA 
Michael J Straka, 60, 56, 4, 01:33:24.9, 1837, Delafield, WI USA 
Johanna C Stirling, 1255, 562, 49, 04:15:58.2, 8935, Minneapolis, MN USA 
Sean McGibbon, 33, 31, 13, 01:25:34.6, 1831, Custer, WI USA 
Tressa Lundsten, 1033, 442, 56, 03:18:17.9, 6840, Hayward, WI USA 
David A Gorman, 662, 418, 30, 02:35:43.9, 6950, Menomonie, WI USA 
Paul  G Boemer, 572, 370, 36, 02:27:35.1, 9882, Fox Point, WI USA 
Jeanne M Peterson, 983, 416, 47, 03:13:21.7, 7868, Red Wing, MN USA 
Steve W Tjader, 929, 537, 49, 03:06:54.3, 7937, Zion, IL USA 
David G Jacobson, 334, 234, 8, 02:07:17.2, 5882, Shakopee, MN USA 
Matt Lindaman, 588, 381, 20, 02:29:14.6, 8859, Winona, MN USA 
Samuel H Kuhlmann, 198, 149, 34, 01:52:57.6, 8881, Shorewood, WI USA 
Siri P Block, 837, 340, 35, 02:55:24.5, 3887, Eau Claire, WI USA 
Clare C Sedlacek, 1142, 501, 57, 03:39:17.0, 7800, Plymouth, WI USA 
Bernadette T Gillick, 420, 134, 7, 02:15:14.4, 5909, Minneapolis, MN USA 
Danielle F Brand, 697, 268, 21, 02:40:13.5, 9868, Minocqua, WI USA 
Cody Larson, 158, 121, 29, 01:48:16.6, 3837, Ashland, WI USA 
Steven J Verboomen, 1017, 585, 73, 03:17:21.8, 4905, Appleton, WI USA 
Jes S Pedersen, 38, 35, 14, 01:26:18.9, 1924, Luck, WI USA 
Ryan M Keenan, 196, 148, 42, 01:52:43.6, 9763, Eden Prairie, MN USA 
Ally Jordens, 401, 125, 9, 02:12:47.2, 5838, Stevens Point, WI USA 
Tom Everson, 896, 518, 3, 03:03:20.3, 7699, Hayward, WI USA 
Tammy Pacholke, 364, 111, 8, 02:09:54.6, 2855, Rice Lake, WI USA 
Conor Smyth, 506, 339, 13, 02:22:43.5, 6925, Red Wing, MN USA 
Luke Bodewes, 93, 82, 25, 01:39:24.5, 4832, Hazelhurst, WI USA 
Janna M Radtke, 118, 21, 1, 01:42:29.3, 1879, Duluth, MN USA 
Jacob W Ng, 290, 208, 42, 02:02:17.8, 2815, Wauwatosa, WI USA 
Emma M Walter, 774, 306, 15, 02:48:35.1, 9750, Newton, MA USA 
Sarah Curran, 533, 181, 26, 02:24:43.9, 2884, Duluth, MN USA 
Henry Mundt, 590, 382, 38, 02:29:26.9, 8753, La Grange, IL USA 
Ken D Olstad, 1057, 603, 75, 03:21:52.8, 7805, Farmington, MN USA 
Marie  C Ryden, 152, 33, 7, 01:47:27.0, 8853, Minneapolis, MN USA 
James E Monette, 805, 483, 41, 02:51:45.3, 7930, Amery, WI USA 
Mark Bigenwald, 996, 575, 54, 03:15:10.2, 7654, Northbrook, IL USA 
Heather M Pitschka, 84, 10, 1, 01:37:42.2, 1821, Duluth, MN USA 
Megan M Ellingson, 636, 232, 17, 02:33:19.3, 6820, St Paul, MN USA 
Erik K Arnar, 582, 378, 70, 02:28:33.4, 8883, Excelsior, MN USA 
Ryley J Graham, 724, 284, 49, 02:43:15.7, 6902, Duluth, MN USA 
Jeff S Van Fossen, 253, 183, 17, 01:58:53.8, 2802, Winona, MN USA 
Noel T Salisbury, 931, 539, 31, 03:06:56.3, 7755, Plymouth, MN USA 
Lisa M Beier, 1034, 443, 34, 03:18:19.9, 7792, Minneapolis, MN USA 
Mark S Kreidler, 1152, 647, 35, 03:41:18.1, 6928, Minneapolis, MN USA 
Virginia M Appleby, 1264, 565, 46, 04:31:06.5, 8712, Green Bay, WI USA 
Paul  J Keppel, 259, 186, 10, 01:59:12.1, 2803, Minneapolis, MN USA 
Jill A McHone, 726, 285, 32, 02:43:52.4, 9798, Stoughton, WI USA 
Nicholas D Hittler, 800, 479, 22, 02:50:51.1, 8885, Plymouth, MN USA 
Chayce Roecker, 54, 51, 17, 01:31:26.7, 1825, Oconomowoc, WI USA 
Max Haland, 298, 214, 57, 02:02:48.3, 8755, Afton, MN USA 
Michael  A Soper, 821, 490, 56, 02:53:38.6, 7677, Crystal, MN USA 
Anja I Srienc, 1208, 534, 52, 03:57:06.0, 9850, Minneapolis, MN USA 
Laura  P Nicholson, 770, 303, 34, 02:48:09.0, 5825, Dellwood, MN USA 
Ruthie Barbour, 216, 55, 10, 01:55:28.5, 2872, Oconomowoc, WI USA 
John M Ames, 763, 463, 38, 02:47:28.0, 8773, Lake Elmo, MN USA 
Stephen J Gaffield, 125, 101, 11, 01:43:04.3, 2901, Madison, WI USA 
Brad Ziegler, 351, 245, 10, 02:08:46.3, 6876, Hartland, WI USA 
Jason Brent, 673, 422, 25, 02:37:15.9, 4848, Helena, MT USA 
Paul Nigon, 703, 434, 17, 02:41:20.7, 9733, St. Paul, MN USA 
Thomas J Davenport, 1101, 625, 74, 03:29:43.2, 7903, Mukwonago, WI USA 
Mark Hagen, 111, 93, 8, 01:41:46.4, 2907, Cloquet, MN USA 
Carl P Bostroem, 301, 216, 20, 02:02:54.3, 3918, St Paul, MN USA 
Beth D Maus, 653, 241, 17, 02:34:48.3, 5824, Medina, MN USA 
Seth D Hoffman, 548, 359, 33, 02:25:51.9, 8854, Duluth, MN USA 
Christine Paulik, 451, 146, 15, 02:17:41.9, 9706, Mercer, WI USA 
Anne M Quam, 1061, 456, 45, 03:22:14.8, 8828, Stillwater, MN USA 
Blake D Walburg, 287, 205, 11, 02:01:28.4, 9828, Minneapolis, MN USA 
Sara M Trevillian, 885, 374, 29, 03:02:00.8, 9795, Iron Mountain, MI USA 
Lily Kraft, 130, 25, 5, 01:44:25.6, 1826, Amherst, WI USA 
Cheryl L Uelmen, 103, 14, 1, 01:40:17.4, 1909, Eau Claire, WI USA 
Mark S Collins, 187, 142, 9, 01:51:52.3, 8943, Rochester, MN USA 
Patricia H Prokosch, 450, 145, 14, 02:17:37.6, 6815, St Paul, MN USA 
Isidoro V Zambrano, 1259, 695, 46, 04:22:00.5, 9831, Oconomowoc, WI USA 
Brian Fossum, 1046, 597, 18, 03:19:46.6, 9808, West Bend, WI USA 
Anne Howard, 1216, 539, 66, 03:59:22.6, 6850, Superior, WI USA 
Terry M Duke, 399, 276, 26, 02:12:35.7, 6897, Downers Grove, IL USA 
Sandra L Peterson, 598, 213, 27, 02:29:58.2, 8711, Whitebear Lake Township, MN USA 
Aitken Thompson, 857, 500, 44, 02:58:08.0, 7666, New York, NY USA 
Gretchen L Gilbertson, 464, 150, 12, 02:18:29.2, 4861, Green Bay, WI USA 
Jayme Simon, 609, 218, 13, 02:30:58.6, 8845, Mound, MN USA 
Margaret Prokosch, 712, 277, 21, 02:42:25.9, 9758, Mendota Heights, MN USA 
Mark  L Herman, 57, 53, 3, 01:31:37.1, 1803, Duluth, MN USA 
Olivier Bizzini, 1072, 611, 27, 03:24:28.1, 5832, St-Egreve, N/ Fra 
Kate L Mahonen, 573, 203, 16, 02:27:36.1, 9775, Stacy, MN USA 
Leigh  K Smith, 965, 555, 64, 03:11:24.3, 7902, Stevens Point, WI USA 
James L Williams, 359, 252, 17, 02:09:19.8, 8721, Plymouth, MN USA 
Christopher C Dart, 702, 433, 45, 02:41:12.7, 6922, Greenfield, MN USA 
Laura Delestry, 517, 172, 24, 02:23:29.1, 4927, Eau Claire, WI USA 
Elizabeth Bremner, 389, 122, 16, 02:11:55.1, 8673, Ely, MN USA 
Molly Wieringa, 1130, 493, 58, 03:35:49.4, 7950, Bessemer, MI USA 
James R Anglin, 449, 305, 7, 02:17:36.6, 4849, Export, PA USA 
John L Lund, 137, 110, 2, 01:46:04.1, 1810, Stillwater, MN USA 
Alison Menk, 841, 343, 21, 02:55:47.7, 5919, Minneapolis, MN USA 
Kati Campbell, 225, 60, 1, 01:56:03.9, 1930, Long Lake, MN USA 
Aaron P Wheatcraft, 474, 320, 17, 02:19:06.3, 7749, Lakeville, MN USA 
Kirkland Barrett, 282, 200, 7, 02:01:05.0, 4829, Seattle, WA USA 
Sam P Anderson, 245, 178, 10, 01:58:07.1, 3902, Blaine, MN USA 
Mitch R Hollman, 41, 38, 16, 01:27:34.0, 2806, Waukesha, WI USA 
Wayne H Bruckner, 654, 413, 9, 02:34:59.5, 4836, Longmont, CO USA 
Andres Hernandez-Sierra, 1267, 702, 40, 04:38:54.6, 8704, Bothell, WA USA 
Harry Fronk, 701, 432, 55, 02:41:02.6, 9848, St Paul, MN USA 
Carolyn C Senty, 370, 113, 2, 02:10:45.0, 3903, Madison, WI USA 
Mark A Behrends, 378, 262, 14, 02:11:12.4, 3830, Zumbrota, MN USA 
Marlene M Eichorn, 819, 331, 27, 02:53:36.3, 3873, Bovey, MN USA 
Kimberly Bruksch, 678, 255, 18, 02:37:41.6, 8774, Madison, WI USA 
Bror K Herrick, 990, 571, 24, 03:14:24.3, 8630, Roseville, MN USA 
Sawyer A Denison, 950, 547, 42, 03:09:25.0, 8706, Rice Lake, WI USA 
Frank A Lederle, 76, 69, 1, 01:36:46.4, 1861, Edina, MN USA 
Gregory R Pederson, 1094, 619, 60, 03:28:28.9, 5934, Stevens Point, WI USA 
Jennifer W Laird, 332, 100, 6, 02:07:12.5, 5874, Hayward, WI USA 
Ed Margolis, 1263, 699, 7, 04:30:08.0, 7867, Wilmette, IL USA 
Myles  C Wilson, 201, 151, 4, 01:53:31.1, 4831, Wilmette, IL USA 
Gregory M Saunders, 780, 470, 40, 02:49:27.2, 4971, Arlington Heights, IL USA 
Mikayla S Hed, 933, 394, 54, 03:07:23.9, 7879, Ham Lake, MN USA 
Nathan J Koch, 36, 34, 11, 01:26:11.1, 1904, Merrill, WI USA 
Susan M Mason, 1031, 440, 35, 03:18:16.1, 7761, Maplewood, MN USA 
Leah M Rebne, 303, 87, 5, 02:03:07.1, 4969, Bennington, NE USA 
Sarah L Tokos, 94, 12, 3, 01:39:35.2, 2812, New Brighton, MN USA 
Ingrid Thyr, 78, 8, 3, 01:36:52.1, 2869, Minneapolis, MN USA 
Hanna M Torvi, 193, 46, 11, 01:52:29.3, 8720, St. Paul, MN USA 
John  C Stein, 482, 323, 20, 02:19:54.8, 3920, Muskego, WI USA 
Diane E Chu, 402, 126, 12, 02:12:53.8, 3853, Racine, WI USA 
Steven Poulin, 100, 87, 3, 01:39:52.6, 3841, New Castle, NH USA 
Brad J Konkler, 718, 438, 46, 02:43:00.2, 7826, Birchwood Village, MN USA 
Nathan R Jones, 1008, 580, 34, 03:16:01.2, 7874, Madison, WI USA 
Thomas E Fleming, 982, 567, 67, 03:13:15.7, 6866, Orono, MN USA 
Mary L Meyer, 760, 300, 34, 02:47:18.2, 5990, Waterloo, IA USA 
Anna P Williams, 524, 176, 9, 02:24:14.2, 4973, Plymouth, MN USA 
Rachel E Skaw, 843, 345, 27, 02:56:19.0, 8736, Bloomington, MI USA 
James R Lutz, 577, 374, 37, 02:27:53.4, 2852, Oconomowoc, WI USA 
Kendra J Cutsforth, 1003, 425, 41, 03:15:22.6, 8716, Rice Lake, WI USA 
Zhanna Vasileva, 295, 84, 18, 02:02:36.9, 8809, Samara,  Rus 
Kevin K Lyons, 1014, 582, 36, 03:17:01.3, 6990, Minneapolis, MN USA 
Luke O Jarzyna, 658, 416, 54, 02:35:34.5, 3850, Golden Valley, MN USA 
Barry  A Rotman, 922, 533, 64, 03:05:32.3, 5844, Grayslake, IL USA 
Kathleen A Plachetka, 659, 243, 28, 02:35:40.9, 8838, Rice Lake, WI USA 
Kelly A Trewartha, 754, 296, 33, 02:46:10.1, 5903, St Paul, MN USA 
Shari L Ames, 968, 412, 41, 03:11:29.0, 8772, Lake Elmo, MN USA 
Torry C Moore, 357, 250, 11, 02:09:03.7, 3816, Winona, MN USA 
Dan Ellerkamp, 289, 207, 5, 02:02:07.0, 5854, Madison, WI USA 
Patrick J McCann, 353, 247, 20, 02:08:51.1, 6804, Birchwood, WI USA 
Gary W Chu, 52, 49, 2, 01:31:24.9, 1824, Racine, WI USA 
Bryan G Stusse, 866, 502, 32, 02:58:44.8, 8779, Minneapolis, MN USA 
Conner Nilsen, 615, 393, 35, 02:31:39.0, 9873, Waukesha, WI USA 
Anne J Hinrichs, 680, 257, 29, 02:37:43.1, 8681, Edina, MN USA 
Lindsey J Hickman, 867, 365, 32, 02:58:46.9, 9767, Lakeville, MN USA 
Austin S Moullette, 468, 316, 48, 02:18:40.1, 6895, Rice Lake, WI USA 
Angela F Schroeder, 595, 211, 11, 02:29:50.2, 7841, Madison, WI USA 
Stephanie  T Klauer, 812, 328, 18, 02:52:35.3, 8740, White Bear Lake, MN USA 
Mayan R Essak, 315, 224, 43, 02:04:57.9, 8880, Shorewood, WI USA 
Diane M Palkert, 1022, 435, 42, 03:18:00.2, 7846, Aitkin, MN USA 
Matt P Anthony, 343, 240, 9, 02:08:22.8, 6828, Shoreview, MN USA 
Marshall S Lichty, 716, 437, 29, 02:42:50.9, 9746, St Anthony, MN USA 
Sally Schoenke, 1210, 535, 8, 03:57:19.9, 7921, Appleton, WI USA 
Kirsten M Nelson, 1256, 563, 55, 04:16:01.8, 7834, Decatur, GA USA 
Luke Dykowski, 616, 394, 36, 02:31:41.6, 9869, Waukesha, WI USA 
Wayne  D Carnes, 988, 570, 71, 03:14:18.5, 3916, Douglas, AK USA 
Allison L McIlwaine, 823, 333, 20, 02:54:02.7, 6859, Ottawa, ON Can 
Natalie E Rigelman-Hedberg, 771, 304, 17, 02:48:14.4, 9755, St Paul, MN USA 
Claudia M Schwartz, 1203, 530, 37, 03:54:59.3, 5939, Eau Claire, WI USA 
Jeffrey S Olson, 113, 95, 9, 01:41:58.7, 1853, Plymouth, MN USA 
Cory E Mecl, 83, 74, 24, 01:37:39.0, 4894, Andover, MN USA 
Tatai L Guillery, 682, 258, 18, 02:38:01.1, 9843, Minneapolis, MN USA 
Al J Hudacek, 373, 260, 21, 02:11:02.4, 5904, Fall Creek, WI USA 
Kristin A Smith, 79, 9, 1, 01:37:11.6, 1895, Minneapolis, MN USA 
Katie L Kowalski, 557, 195, 12, 02:26:41.1, 8718, Middleton, WI USA 
Stefan Rhode Humphries, 92, 81, 26, 01:39:17.4, 2880, Mt Horeb, WI USA 
Guy L Selsmeyer, 894, 517, 55, 03:02:52.6, 4864, Little Suamico, WI USA 
Debby L Lee, 1199, 528, 40, 03:54:21.3, 7922, Lindstrom, MN USA 
Steven K Sletner, 176, 134, 7, 01:50:00.0, 3806, Minnetonka, MN USA 
David Baldus, 250, 181, 5, 01:58:34.9, 6826, Minneapolis, MN USA 
Collin Larson, 59, 55, 2, 01:33:15.9, 1835, Ashland, WI USA 
Don M Lybeck, 926, 536, 12, 03:06:04.9, 7823, Whitefish Bay, WI USA 
Susan L Karlovich, 1186, 522, 52, 03:49:18.9, 7802, Cambridge, WI USA 
Peter C Huber, 30, 28, 12, 01:25:07.3, 3818, Millville, MN USA 
Megan M Stuart, 146, 30, 6, 01:47:05.2, 8794, New Hope, MN USA 
Teri Landowski, 444, 143, 9, 02:17:07.1, 5966, Lake Mills, WI USA 
Joshua Schubitzke, 191, 146, 8, 01:52:20.6, 1816, Cloquet, MN USA 
Bryan Hass, 1134, 638, 33, 03:36:20.9, 7853, Appleton, WI USA 
Ellie A Hoffman, 376, 115, 23, 02:11:10.2, 6941, Duluth, MN USA 
Molly  E Gardner, 400, 124, 26, 02:12:45.5, 5972, Stillwater, MN USA 
Natalie M Bengtson, 1021, 434, 37, 03:17:49.9, 9803, White Bear Lake, MN USA 
Mark  F Schneider, 144, 115, 4, 01:47:00.7, 2808, St Paul, MN USA 
Richard L Meilahn, 1051, 599, 79, 03:20:22.0, 7819, Stevens Point, WI USA 
Elizabeth R Tremblay, 1189, 523, 50, 03:50:21.4, 7954, Minneapolis, MN USA 
