Name, Overall Place, Gender Place, Division Place, Finish Time, Bib Number, City, State 
Jennifer Koch, 2116, 306, 33, 04:54:56.3, 3487, Wauwatosa, WI USA 
Avery Shinneman, 1387, 159, 19, 04:19:40.5, 3404, Seattle, WA USA 
Josh J Menard, 3098, 2577, 285, 05:57:52.6, 8126, Negaunee, MI USA 
Jeanette Vyhanek, 2316, 349, 62, 05:04:45.6, 7133, New Hope, MN USA 
Jeremiah V Osborn, 3687, 3001, 297, 07:34:44.1, 7214, Stevens Point, WI USA 
Josh A Doebbert, 214, 195, 46, 03:04:20.4, 1283, Glenwood, MN USA 
Marva J Sahs, 3326, 590, 8, 06:18:20.1, 5121, Spooner, WI USA 
Stephen F Carlson, 2814, 2361, 358, 05:35:20.7, 4457, Chippewa Falls, WI USA 
Steve W Bauer, 3733, 3034, 438, 08:12:07.7, 6103, Stillwater, MN USA 
Kent  L Pulst, 1746, 1507, 228, 04:37:46.0, 2592, Penn, ND USA 
Mark  J Olson, 3325, 2736, 398, 06:18:05.7, 6215, Hudson, WI USA 
Fritz P Grutzner, 2842, 2384, 360, 05:37:24.9, 4451, Madison, WI USA 
Paul R Wild, 2745, 2308, 293, 05:29:40.6, 6402, Minneapolis, MN USA 
William J Severud, 2019, 1730, 205, 04:50:23.6, 6262, Plymouth, MN USA 
Daniel Westerhaus, 2442, 2072, 208, 05:12:22.6, 4571, Minneapolis, MN USA 
Emily Dunn, 1948, 275, 52, 04:47:19.0, 5331, Duluth, MN USA 
William D Nachlas, 2654, 2238, 220, 05:24:20.0, 7436, Minneapolis, MN USA 
Robert L Jeanne, 3608, 2943, 15, 07:07:40.2, 6098, Madison, WI USA 
Tom L Dosch, 1243, 1101, 51, 04:12:41.7, 3060, Madison, WI USA 
Cynthia A Gokoo, 3651, 676, 54, 07:21:26.0, 6106, Lewisville, TX USA 
James R Kelley, 839, 748, 93, 03:51:38.1, 2705, Centuria, WI USA 
Paul G Campobasso, 2739, 2304, 347, 05:29:15.4, 5519, New Brighton, MN USA 
Grant J Henry, 1595, 1393, 211, 04:29:42.6, 7142, Brule, WI USA 
Steven M Fritz, 2303, 1956, 251, 05:03:59.9, 3587, White Bear Lake, MN USA 
Thomas B Foreman, 3427, 2813, 353, 06:31:08.0, 7109, Chicago, IL USA 
Sam Cordell, 37, 37, 3, 02:32:28.6, 163, Mt Hood, OR USA 
Jeffrey C Munie, 3168, 2629, 256, 06:03:50.8, 8146, Chicago, IL USA 
Christopher P Martin, 3488, 2850, 237, 06:41:04.5, 8114, San Francisco, CA USA 
Mark E Marty, 2580, 2177, 146, 05:19:36.1, 5102, St Paul Park, MN USA 
James K Tenorio, 3578, 2922, 223, 06:58:40.0, 6025, Menomonie, WI USA 
Gregory T Greene, 154, 143, 2, 02:56:28.4, 171, Oshkosh, WI USA 
Mark Mason, 1902, 1636, 185, 04:45:19.4, 2224, Maplewood, MN USA 
Arvid Skogsholm, 2494, 2111, 255, 05:14:28.2, 9275, Merrimack, NH USA 
Bruce G Wain, 2722, 2290, 346, 05:27:55.5, 3376, Plymouth, MN USA 
Brian K Richter, 3100, 2579, 327, 05:57:56.2, 7118, Highland Park, IL USA 
Meghan M Becker, 2326, 351, 63, 05:05:16.1, 8244, Minneapolis, MN USA 
Thomas S Taggart, 1025, 909, 88, 04:01:50.8, 3120, La Crosse, WI USA 
David  L Borgemoen, 2803, 2353, 288, 05:34:25.2, 4091, Weston, WI USA 
Bradley A Bart, 338, 298, 30, 03:16:53.0, 1379, Minneapolis, MN USA 
Brian R Schumaker, 2260, 1925, 287, 05:01:51.1, 4652, Mcfarland, WI USA 
Brenda L Baker, 1329, 153, 17, 04:17:09.4, 2490, Madison, WI USA 
Mark T Hooley, 1737, 1501, 192, 04:37:23.7, 4323, St Paul, MN USA 
Paul A Olson, 453, 399, 64, 03:26:24.3, 1244, Andover, MN USA 
Aaron H Blazar, 887, 793, 105, 03:55:20.7, 1295, Mission Hills, KS USA 
Peter  J Coenen, 64, 63, 24, 02:42:06.1, 68, Amherst Junction, WI USA 
Joseph D Danowski, 3033, 2529, 320, 05:53:05.3, 7432, Prentice, WI USA 
Jerry T Lynch, 2619, 2212, 271, 05:21:49.7, 5547, Madison, WI USA 
Matthew J Schimenz, 1714, 1480, 225, 04:36:09.1, 3066, Brown Deer, WI USA 
Patrick Straka, 980, 873, 105, 03:59:43.5, 2458, Nashotah, WI USA 
John M Nieds, 2732, 2298, 292, 05:29:06.0, 4618, Madison, WI USA 
Ethan  C MacKey, 2840, 2382, 257, 05:37:18.5, 3692, Maple Grove, MN USA 
Lew Perna, 621, 552, 67, 03:38:43.9, 3649, Rochester, MN USA 
Joshua J Riff, 143, 132, 16, 02:54:23.1, 161, Edina, MN USA 
Krystian A Weglarz, 2249, 1917, 192, 05:01:10.7, 6412, Lisle, IL USA 
Collin Arnett, 2108, 1806, 214, 04:54:27.8, 3590, Minneapolis, MN USA 
Dmytro S Koshevy, 362, 320, 64, 03:19:08.4, 131, Minneapolis, MN USA 
Joe F Panci, 1115, 987, 40, 04:05:46.3, 3038, Eagle River, WI USA 
Thomas L Anderson, 2447, 2077, 132, 05:12:35.1, 4020, St Louis Park, MN USA 
Ted W Theyerl, 388, 342, 31, 03:21:25.8, 1086, Altoona, WI USA 
Jeremy J Scheu, 2946, 2461, 239, 05:45:05.7, 4331, Rice Lake, WI USA 
Bailey Roberts, 446, 54, 12, 03:25:40.2, 544, Bozeman, MT USA 
Gerry Cichanowski, 1447, 1281, 62, 04:22:06.1, 35017, Winona, MN USA 
Oleg Pavlenkov, 156, 145, 16, 02:56:39.7, 1337, Smolensk, N/ Rus 
Scott A Brown, 1041, 924, 118, 04:02:14.5, 8478, Winnipeg, MB Can 
Christophe Perrillat, 5, 5, 0, 02:14:35.8, 13, In,  Fra 
Luke R Pebler, 3176, 2634, 292, 06:04:21.5, 4541, Los Angeles, CA USA 
Paul G Smyczek, 3611, 2946, 331, 07:08:39.8, 6269, Muskego, WI USA 
Jacob A Teichroew, 931, 828, 114, 03:57:22.7, 4215, Winona, MN USA 
Levi Illick, 197, 182, 31, 03:01:50.9, 1376, Ashland, WI USA 
Brian W Lafrance, 3133, 2602, 222, 06:00:37.7, 6388, Savage, MN USA 
Jeffrey  W Schenck, 2388, 2026, 245, 05:08:55.1, 3081, River Hills, WI USA 
William L Zimmerman, 1349, 1193, 122, 04:17:58.5, 2067, Chippewa Falls, WI USA 
Rhett Bonner, 99, 92, 4, 02:48:26.2, 90, Duluth, MN USA 
Terrance J McNatt, 686, 611, 72, 03:43:01.2, 1607, Needham, MA USA 
Sean M Scanlan, 2385, 2024, 257, 05:08:35.5, 5406, Brooklyn, NY USA 
Sylvan Ellefson, 21, 21, 6, 02:24:22.6, 15, Vail, CO USA 
Erika A Nelson, 3455, 623, 105, 06:33:54.1, 7355, Duluth, MN USA 
George V Curry, 1367, 1210, 125, 04:18:52.3, 4388, Schaumburg, IL USA 
Timothy G Gattenby, 1894, 1629, 253, 04:44:59.2, 4052, Mazomanie, WI USA 
Gary L Kozloski, 1935, 1663, 259, 04:46:55.2, 3056, Green Bay, WI USA 
Jenny Abraham, 1030, 117, 12, 04:02:01.3, 2424, Richmond Hill, NY USA 
Chelsea Holmes, 78, 6, 0, 02:44:42.3, 511, Ketchum, ID USA 
Jenna K Ruzich, 864, 93, 19, 03:53:39.7, 2406, Baxter, MN USA 
Daniel F Ertl, 2315, 1967, 234, 05:04:44.4, 5480, Brookfield, WI USA 
Oyvind Solvang, 79, 73, 1, 02:44:42.6, 83, Mequon, WI USA 
Matteo Rocco Pastore, 400, 352, 35, 03:22:48.9, 1207, Monticello Brianza, N/ Ita 
Mark E Webber, 3684, 2998, 432, 07:33:58.6, 6382, Madison, WI USA 
Jonathan K Holl, 3031, 2528, 319, 05:52:40.0, 9163, Oak Hill, VA USA 
David C McDonough, 2965, 2475, 181, 05:46:59.6, 35011, Dundee, IL USA 
John C Zalesky, 3052, 2543, 376, 05:54:29.8, 8150, Hugo, MN USA 
Ed Momm, 2324, 1974, 296, 05:05:09.4, 8215, Portsmouth, NH USA 
Janusz Zurek, 2942, 2458, 308, 05:44:55.1, 5466, Arlington Heights, IL USA 
Heather M Hartwig-Stokes, 2137, 311, 35, 04:55:54.8, 5393, Waunakee, WI USA 
Michael J Siverling, 2359, 2002, 194, 05:07:12.9, 6347, Hayward, WI USA 
Noah  A Rounds, 308, 276, 31, 03:13:15.0, 1596, Osseo, MN USA 
Kara Podkaminer, 3299, 582, 61, 06:15:28.2, 5285, Boulder, CO USA 
Patrick  K O'Brien, 29, 29, 11, 02:25:38.4, 19, Craftsbury Common, VT USA 
Gordon P Vermeer, 19, 19, 4, 02:23:30.3, 31, Craftsbury Common, VT USA 
Thomas  B Ensign, 1922, 1650, 23, 04:46:10.8, 4654, Waunakee, WI USA 
Ruth Baker, 3732, 699, 19, 08:07:58.5, 7421, Oakdale, MN USA 
James P Howe, 216, 197, 16, 03:04:25.2, 2633, Lakewood, CO USA 
Brad A Nelson, 709, 634, 76, 03:44:31.9, 2599, La Crosse, WI USA 
Gregory D Borzick, 1318, 1168, 148, 04:16:40.3, 3452, Marquette, MI USA 
Matthew S Martin, 1286, 1139, 144, 04:14:55.4, 2530, Flagstaff, AZ USA 
Ben  P Bartling, 735, 658, 90, 03:45:39.8, 1460, Madison, WI USA 
Michael Sinnott, 27, 27, 10, 02:25:09.5, 16, Sun Valley, ID USA 
Steven F Mueggenberg, 633, 562, 66, 03:39:11.2, 2315, Coon Rapids, MN USA 
Stephen  J Porn, 3609, 2944, 67, 07:07:41.1, 35006, Bruce, WI USA 
Steven  L Bannow, 2202, 1876, 110, 04:58:41.9, 3021, Sheboygan, WI USA 
Paul C Olson, 1681, 1456, 160, 04:34:10.6, 2098, Grand Rapids, MN USA 
Janice M Hansen, 2289, 343, 41, 05:03:02.5, 4500, Middleton, WI USA 
David Kranz, 501, 443, 47, 03:30:09.3, 2562, Minneapolis, MN USA 
Mike Heagney, 325, 288, 34, 03:15:01.2, 1437, Libertyville, IL USA 
Justine Britten, 1849, 258, 23, 04:43:01.3, 5501, Boise, ID USA 
Robert W Cook, 1283, 1136, 114, 04:14:46.7, 2035, Rhinelander, WI USA 
Bruce B Walker, 3261, 2688, 390, 06:12:16.1, 7289, Minneapolis, MN USA 
Timothy M Swift, 189, 174, 14, 03:01:00.6, 159, Hayward, WI USA 
Eric P Neumann, 3543, 2894, 360, 06:51:00.4, 6557, Alameda, CA USA 
Kristin J Polenz, 3308, 585, 64, 06:16:29.3, 7511, Eleva, WI USA 
Sarah Max, 136, 10, 1, 02:53:35.3, 545, Bend, OR USA 
Elton W Brown, 2499, 2116, 6, 05:14:43.3, 3119, Ely, MN USA 
James G Coors, 674, 599, 15, 03:42:10.5, 1102, Madison, WI USA 
James W Peterson, 1285, 1138, 160, 04:14:55.3, 3390, Roseville, MN USA 
Kirsten Sandman, 3621, 669, 69, 07:11:54.7, 6311, Cumberland, WI USA 
Andy J Weddle, 84, 77, 10, 02:46:03.8, 109, Wausau, WI USA 
Jessica L Kozarek, 3210, 554, 56, 06:07:14.1, 5307, Minneapolis, MN USA 
Peter J Hinck, 1971, 1693, 199, 04:48:31.6, 1370, Minneapolis, MN USA 
Antoine Gilot, 964, 858, 116, 03:59:05.8, 4229, Dole, N/ Fra 
Andrew K Brown, 50, 50, 19, 02:38:16.7, 61, St Paul, MN USA 
Brad  C Moore, 1757, 1516, 230, 04:38:14.5, 4520, Mahtomedi, MN USA 
Runar Baklien, 618, 549, 64, 03:38:30.9, 1330, Landaasbygda,  Nor 
Kurt Gustafsson, 507, 448, 51, 03:30:19.9, 2631, Brooklyn, NY USA 
Benjamin W Koenig, 825, 736, 84, 03:51:02.2, 4201, St Cloud, MN USA 
David N Kettula, 1109, 983, 99, 04:05:36.2, 2074, Duluth, MN USA 
Edward P Bieging Jr, 1079, 953, 123, 04:04:04.8, 1276, Stillwater, MN USA 
Suneel S Apte, 819, 731, 90, 03:50:40.0, 2535, Shaker Heights, OH USA 
Karen Febey, 1348, 156, 16, 04:17:57.4, 4598, Rockville, MD USA 
Alex T McKinney, 3282, 2705, 300, 06:14:03.5, 7417, Coon Rapids, MN USA 
Matthew S Molback, 2025, 1735, 206, 04:51:02.7, 3427, Menomonie, WI USA 
Aaron Klug, 2355, 1998, 239, 05:07:03.9, 6468, Columbia Falls, MT USA 
Jussi Simula, 23, 23, 7, 02:24:51.9, 17, Jyvaskyla,  Fin 
Michael R Petroff, 2181, 1859, 190, 04:57:45.6, 7169, Coon Rapids, MN USA 
Jimmy P Vanden Brook, 2472, 2095, 136, 05:13:49.7, 5020, Mt Horeb, WI USA 
Patrick L Remington, 3413, 2804, 214, 06:29:27.1, 3087, Madison, WI USA 
Charles F Boigenzahn, 2873, 2408, 304, 05:40:02.4, 8235, Minneapolis, MN USA 
Christan Griego, 659, 584, 72, 03:40:40.4, 1549, Elkhorn, WI USA 
Brent W De Geus, 3082, 2564, 278, 05:56:53.9, 6206, Iowa City, IA USA 
Robb J Remiker, 1518, 1335, 136, 04:26:38.1, 4411, Madison, WI USA 
Erin Arnio, 3524, 644, 68, 06:46:20.1, 7534, Gillette, WY USA 
Kort J Sonnentag, 3088, 2568, 251, 05:57:24.8, 5531, Minneapolis, MN USA 
Christopher J Sover, 2404, 2038, 203, 05:09:54.4, 4421, Pewaukee, WI USA 
Peter J Holmes, 2820, 2366, 203, 05:35:41.7, 2206, Plymouth, MN USA 
Erik Sathe, 3541, 2892, 239, 06:50:40.2, 5487, Hopkins, MN USA 
James L Ryan, 3151, 2617, 192, 06:02:14.9, 6022, River Forest, IL USA 
Gregory A Worsnop, 669, 594, 34, 03:41:40.9, 1029, Paw Paw, MI USA 
Doug E Johnson, 783, 700, 48, 03:48:13.3, 2262, Minneapolis, MN USA 
David J Timmerman, 1379, 1221, 127, 04:19:18.1, 3356, Dubuque, IA USA 
Susan Kaczmarek, 1673, 222, 9, 04:33:54.4, 4493, Schumacher, ON Can 
John W Meccia, 712, 637, 78, 03:44:48.3, 2445, Excelsior, MN USA 
Aaron J Staut, 2271, 1932, 220, 05:02:22.7, 4482, Rice Lake, WI USA 
Patrick Haley, 1013, 898, 114, 04:01:22.7, 2527, Milwaukee, WI USA 
Kristin D Wodzinski, 2988, 496, 51, 05:49:17.0, 4322, Marquette, MI USA 
William J Capecchi, 3451, 2829, 317, 06:33:31.1, 8210, Madison, WI USA 
Nicholas Whitehead, 3690, 3004, 298, 07:35:23.0, 6633, New York, NY USA 
Monica Nigon, 3595, 661, 122, 07:04:23.1, 3280, Madison, WI USA 
Laura E Moore, 1004, 115, 26, 04:01:03.5, 1489, Mahtomedi, MN USA 
Matthew P Lavanger, 1440, 1275, 119, 04:22:01.9, 1278, Hopkins, MN USA 
Ralph H Hendrix, 3270, 2694, 57, 06:12:54.1, 5659, Soda Springs, CA USA 
Andrew Wood, 1525, 1342, 67, 04:27:03.7, 2113, Rochester, MN USA 
Joseph  R Polacheck, 822, 733, 56, 03:50:55.7, 2114, Waukesha, WI USA 
James G Anfang, 2081, 1782, 275, 04:53:22.2, 2110, Dousman, WI USA 
Peter J Fadness, 3645, 2971, 370, 07:19:19.0, 9252, Hayward, WI USA 
Jesse  L Longley, 347, 306, 26, 03:17:35.6, 1349, Bloomington, MN USA 
Donna L Burbank, 1840, 255, 28, 04:42:24.3, 5329, Nederland, CO USA 
Jennifer P Junker, 2897, 474, 50, 05:41:26.3, 5588, Eau Claire, WI USA 
Amy T Mickschl, 2392, 363, 35, 05:09:07.7, 6247, Pleasant Prairie, WI USA 
Craig P Sweet, 1019, 904, 114, 04:01:32.7, 2714, Minneapolis, MN USA 
Tyler A Carlson, 2987, 2492, 280, 05:49:09.1, 5368, Fox Point, WI USA 
Scott C Gillette, 2974, 2482, 244, 05:47:48.6, 9288, Stacy, MN USA 
Caitlin Patterson, 106, 8, 1, 02:48:54.9, 503, Craftsbury Common, VT USA 
Caroline C Corsones, 3417, 611, 115, 06:29:46.5, 9189, Mendon, VT USA 
Rick E Wheeler, 1889, 1625, 84, 04:44:46.5, 3095, Bloomington, MN USA 
Robert P Anex, 1331, 1178, 119, 04:17:20.0, 5541, Madison, WI USA 
Jerry Trantow, 2430, 2062, 311, 05:11:39.8, 3272, Cross Plains, WI USA 
Terrence J Maag, 3013, 2513, 315, 05:50:39.8, 6475, Minnetonka, MN USA 
Christopher G Leaf, 3584, 2928, 314, 07:00:32.5, 4416, Minneapolis, MN USA 
John McBroom, 1884, 1621, 192, 04:44:30.9, 4409, Chicago, IL USA 
William Zippel, 3044, 2540, 275, 05:53:54.9, 8451, Milwaukee, WI USA 
Justin E Bakken, 889, 795, 106, 03:55:29.9, 3279, Minneapolis, MN USA 
Amy H Lim, 3564, 654, 70, 06:56:21.9, 8102, Madison, WI USA 
Benjamin J Hansen, 1101, 975, 123, 04:05:01.7, 3585, Oak Park, IL USA 
Jennifer K Johnson, 1706, 233, 42, 04:35:24.5, 3251, East Troy, WI USA 
Robert L Burnham, 233, 212, 6, 03:06:21.7, 1534, Carlisle, MA USA 
Scott R Miles, 1306, 1158, 165, 04:15:57.0, 2354, Mahtomedi, MN USA 
Patrick  D Loney, 3050, 2542, 322, 05:54:25.3, 5612, Verona, WI USA 
Shelby M Ahrendt, 988, 110, 25, 04:00:16.7, 9160, Stillwater, MN USA 
Robert  H Naslund, 2336, 1981, 32, 05:05:32.6, 4017, Brooklyn Park, MN USA 
Jeffry G Balsiger, 2186, 1864, 225, 04:57:57.1, 4016, Jim Falls, WI USA 
Thomas D Lambert, 1736, 1500, 167, 04:37:23.0, 4599, Trempealeau, WI USA 
Dustin J Vande Zande, 2266, 1928, 289, 05:02:12.4, 4219, Waupaca, WI USA 
Phil J Archer, 1437, 1273, 162, 04:21:58.4, 4660, Golden, CO USA 
Mark A Luehring, 1607, 1402, 172, 04:30:13.1, 6656, Ashland, WI USA 
Tony M Shoberg, 2167, 1852, 217, 04:57:03.3, 2352, Duluth, MN USA 
Matt Arnio, 3423, 2809, 316, 06:30:30.3, 8437, Gillette, WY USA 
Trevor J Koss, 164, 151, 41, 02:57:41.6, 145, Antigo, WI USA 
Gary  R Mueller II, 2192, 1869, 280, 04:58:23.9, 4102, Mequon, WI USA 
Andy  B Mitchel, 2598, 2193, 332, 05:20:32.9, 4307, West Bend, WI USA 
Matt J Weber, 673, 598, 70, 03:42:10.4, 1418, Pewaukee, WI USA 
Kristjan O Arnar, 2730, 2296, 248, 05:28:53.3, 6492, Minnetrista, MN USA 
Justin M Hart, 3132, 2601, 289, 06:00:33.9, 5520, Waunakee, WI USA 
Frederick S Remington, 3539, 2891, 280, 06:50:18.5, 7478, Madison, WI USA 
Nathanael Engh, 1163, 1030, 125, 04:08:55.0, 7137, Minneapolis, MN USA 
Erin M Keane, 812, 87, 17, 03:50:19.4, 1388, Winona, MN USA 
Rian  D Mintek, 3481, 2848, 217, 06:38:56.4, 6085, Allegan, MI USA 
Mark  J Niebauer, 2973, 2481, 312, 05:47:27.8, 6395, Appleton, WI USA 
Dale F Keller, 884, 790, 62, 03:55:11.1, 2099, Lakewood, WI USA 
Mike Ivey, 1255, 1113, 111, 04:13:19.7, 2064, Madison, WI USA 
Andrew Madej, 1863, 1604, 251, 04:43:47.0, 3207, Ottawa, ON Can 
Greg P Groeschel, 3067, 2555, 378, 05:56:09.4, 6423, Chicago, IL USA 
Adam Rogge, 503, 445, 52, 03:30:11.0, 1237, Bloomer, WI USA 
Matthew E Darga, 1805, 1556, 155, 04:40:21.6, 3515, Madison, WI USA 
Kyle L Weyer, 1678, 1453, 181, 04:34:07.1, 3398, Bellevue, WA USA 
Christopher S Hamilton, 15, 15, 2, 02:21:53.6, 20, Canmore, AB Can 
Michael J McQuestion, 2484, 2103, 137, 05:14:13.5, 5497, Baltimore, MD USA 
Thomas J Altenbach, 1998, 1716, 95, 04:49:30.2, 2019, Mammoth Lakes, CA USA 
Gino  D Baldarotta, 2883, 2414, 296, 05:40:38.3, 5081, Madison, WI USA 
Edward J Ludwig, 1046, 929, 119, 04:02:38.5, 2209, La Crosse, WI USA 
Steven Long, 751, 670, 84, 03:46:13.6, 2467, Duluth, MN USA 
Sara E Hauer, 2292, 344, 38, 05:03:08.7, 5666, Milwaukee, WI USA 
Dale J Gentry, 1735, 1499, 149, 04:37:22.9, 3321, Shoreview, MN USA 
Craig  B Miller, 2437, 2068, 245, 05:12:10.6, 6661, Madison, WI USA 
Daniel H Carlson, 3115, 2589, 254, 05:59:13.6, 8376, Chippewa Falls, WI USA 
Lex Treinen, 10, 10, 1, 02:17:24.3, 203, Anchorage, AK USA 
Steven S Coozennoy, 63, 62, 14, 02:41:55.3, 129, Duluth, MN USA 
Daniel C Kimmel, 2381, 2020, 123, 05:08:28.5, 4521, Burnsville, MN USA 
David  E Hill, 3672, 2989, 392, 07:27:00.4, 6105, Madison, WI USA 
Eckehard A Stuth, 1426, 1263, 137, 04:21:47.0, 2253, Hubertus, WI USA 
Steve M Tomhave, 2991, 2495, 313, 05:49:29.1, 2289, Cloquet, MN USA 
James H Phillips, 1036, 919, 110, 04:02:05.4, 3494, West Bend, WI USA 
Patrick M Rowe, 2188, 1866, 213, 04:58:11.2, 6349, Louisville, CO USA 
Andrew W Black, 2350, 1993, 121, 05:06:26.2, 3642, Lake Barrington, IL USA 
Jeffrey P Lepley, 2389, 2027, 246, 05:08:58.0, 1547, Helena, MT USA 
Bernard W Hasse, 780, 697, 46, 03:48:07.3, 2653, Maplewood, MN USA 
Jeffery A Gray, 2151, 1838, 218, 04:56:29.5, 4018, Lacrosse, WI USA 
Montgomery Mouw, 249, 226, 20, 03:08:32.6, 1328, White Bear Lake, MN USA 
Jeffery A Joy, 3351, 2753, 344, 06:20:58.3, 7227, Milwaukee, WI USA 
Nancy Gritt, 2772, 443, 47, 05:32:08.2, 5437, Madison, WI USA 
Ted Haland, 2951, 2464, 263, 05:45:26.8, 8262, Afton, MN USA 
David B Dragseth, 335, 296, 36, 03:16:36.0, 2408, Whitefish Bay, WI USA 
Amy G Carlson, 1270, 145, 15, 04:14:09.0, 2499, Duluth, MN USA 
Benjamin Polk, 823, 734, 88, 03:50:55.8, 3287, Minneapolis, MN USA 
John W Johnson, 3375, 2774, 311, 06:24:37.2, 4321, Superior, WI USA 
Nicholas Murray, 410, 361, 71, 03:23:43.9, 3380, Iowa City, IA USA 
Allison 0 McDonald, 1065, 122, 28, 04:03:39.7, 2674, Wausau, WI USA 
Austin J Schumer, 1938, 1666, 153, 04:46:58.4, 9143, Plymouth, MN USA 
Kathy Bergin, 3661, 680, 15, 07:23:50.3, 6057, Cable, WI USA 
Tedd O Jacobson, 871, 778, 100, 03:54:09.6, 8443, Pewaukee, WI USA 
Keith K Krueger, 1630, 1421, 178, 04:31:43.2, 4577, Ephrata, PA USA 
Keith Berry, 1981, 1701, 215, 04:48:52.1, 3422, Breckenridge, CO USA 
Joshua C Frick, 626, 556, 73, 03:38:51.0, 2563, Park City, UT USA 
Zack J Beatty, 535, 474, 88, 03:32:28.8, 2701, Minneapolis, MN USA 
Kimberly A Moy, 3343, 596, 109, 06:19:57.1, 9269, St Joseph, MN USA 
Dennis R Henkel, 1431, 1268, 13, 04:21:51.1, 3391, Duluth, MN USA 
Paul T Kosmoski, 3346, 2749, 205, 06:20:13.0, 6509, Green Bay, WI USA 
Michael Gartlan, 1837, 1583, 244, 04:42:22.4, 6531, Hinsdale, IL USA 
John  S Hallett, 459, 403, 39, 03:26:58.3, 1530, Oconomowoc, WI USA 
Joseph J Heilmann, 796, 711, 91, 03:49:08.3, 1670, New Prague, MN USA 
Susan G Vigland, 457, 55, 10, 03:26:42.6, 548, Traverse City, MI USA 
Arthur Miles, 1142, 1010, 109, 04:07:43.4, 3498, Tower Lakes, IL USA 
Jesse O Cook, 127, 118, 22, 02:51:37.3, 167, Minneapolis, MN USA 
Charlie R Murray, 2784, 2339, 271, 05:32:47.1, 9196, Minneapolis, MN USA 
Josh P Lehrkamp, 794, 709, 96, 03:49:06.7, 1658, Gurney, WI USA 
Lewis Strauss, 752, 671, 102, 03:46:20.5, 1505, Ithaca, NY USA 
Charles M Puttonen, 907, 809, 113, 03:56:09.1, 2279, Minneapolis, MN USA 
Stephanie J Sathre, 1617, 208, 38, 04:31:00.1, 7116, Chaska, MN USA 
Eric D Ruud, 968, 861, 96, 03:59:12.7, 2392, Minnetonka, MN USA 
Jeffrey  C Shepard, 1058, 939, 38, 04:03:22.6, 3023, Harbor Springs, MI USA 
Bill Kopanda, 648, 574, 14, 03:39:58.4, 1108, Crystal Lake, IL USA 
David B Duxbury, 1474, 1302, 63, 04:23:45.2, 3388, Hopkins, MN USA 
Joseph D Muller, 2593, 2189, 267, 05:20:23.4, 3034, Grand Rapids, MN USA 
Bill J Hacker, 817, 729, 94, 03:50:35.6, 1266, Sussex, WI USA 
John Pollard, 2962, 2472, 310, 05:46:37.6, 6218, Madison, WI USA 
John A Rathje, 2985, 2490, 265, 05:48:59.8, 5603, Grantsburg, WI USA 
Ryan S Mihm, 318, 285, 34, 03:14:15.2, 1363, Dillon, CO USA 
